"id","question_es","question_ru_OLD","question_ru_NEW","explanation_ru_OLD","explanation_ru_NEW","whyCorrect_ru_OLD","whyCorrect_ru_NEW","commonMistake_ru_OLD","commonMistake_ru_NEW","keyRule_ru_OLD","keyRule_ru_NEW","memoryHint_ru_OLD","memoryHint_ru_NEW"
"category-b-0415","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Túnel., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Туннель. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Túnel., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант A соответствует значению знака «Túnel». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0416","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Incorporación de tránsito lateral., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Учет бокового движения. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Incorporación de tránsito lateral., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант C соответствует значению знака «Incorporación de tránsito lateral». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0417","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Inicio de doble circulación., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Начало двойной циркуляции. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Inicio de doble circulación., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант A соответствует значению знака «Inicio de doble circulación». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0418","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Rotonda., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Кольцевая развязка. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Rotonda., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант A соответствует значению знака «Rotonda». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0419","¿Qué indica esta señal preventiva?","Что означает этот предупредительный знак?","","Правильный ответ — Indica que de la elevación próxima a la ruta, pueden desprenderse rocas o partes que ruedan sobre la calzada., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Указывает, что камни или их части могут упасть с возвышения рядом с маршрутом и скатиться на дорогу. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Indica que de la elevación próxima a la ruta, pueden desprenderse rocas o partes que ruedan sobre la calzada., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант A соответствует значению знака «Indica que de la elevación próxima a la ruta, pueden desprenderse rocas o partes que ruedan sobre la calzada». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0420","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Zona escolar., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Школьная зона. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Zona escolar., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант B соответствует значению знака «Zona escolar». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0421","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Calzada dividida., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Разделенная проезжая часть. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Calzada dividida., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант B соответствует значению знака «Calzada dividida». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0422","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Estrechamiento (en las dos manos)., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Сужение (в обеих руках). Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Estrechamiento (en las dos manos)., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант C соответствует значению знака «Estrechamiento (en las dos manos)». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0423","Determine qué indica la señal vertical que a continuación se presenta:","Определите, что означает вертикальный знак, показанный ниже:","","Правильный ответ — Cruce de peatones (Peligro máximo)., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Пешеходный переход (Максимальная опасность). Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Cruce de peatones (Peligro máximo)., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант A соответствует значению знака «Cruce de peatones (Peligro máximo)». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0424","¿Cuál de estas señales indica “Cruce de Peatones (máximo peligro)”?","Какой из этих знаков обозначает «Пешеходный переход (максимальная опасность)»?","","Правильный ответ — La señal A., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Сигнал А. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — La señal A., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант A соответствует значению знака «La señal A». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0425","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Cruce ferroviario., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Железнодорожный переезд. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Cruce ferroviario., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант A соответствует значению знака «Cruce ferroviario». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0426","Al visualizar esta señal de prevención, usted sabe que:","Увидев этот предупреждающий знак, вы знаете, что:","","Правильный ответ — Se aproxima una curva cerrada., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Приближается крутой поворот. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Se aproxima una curva cerrada., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант B соответствует значению знака «Se aproxima una curva cerrada». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0427","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Cruce Ferroviario (Más de dos vías)., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Железнодорожный переезд (более двух путей). Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Cruce Ferroviario (Más de dos vías)., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант A соответствует значению знака «Cruce Ferroviario (Más de dos vías)». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0428","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Paneles de prevención., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Профилактические панели. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Paneles de prevención., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант A соответствует значению знака «Paneles de prevención». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0429","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Panel de Prevención (Objeto Rígido)., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Панель предотвращения (жесткий объект). Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Panel de Prevención (Objeto Rígido)., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант A соответствует значению знака «Panel de Prevención (Objeto Rígido)». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0430","Determine qué indica la señal que a continuación se presenta:","Определите, что означает сигнал ниже:","","Правильный ответ — Panel de Prevención (Curva)., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Панель предотвращения (кривая). Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Panel de Prevención (Curva)., потому что в этом вопросе нужно точно распознать значение знака по его официальной пиктограмме. Логика выбора строится не на догадке, а на классификации предупреждающих сигналов и ожидаемом действии водителя.","Правильный вариант C соответствует значению знака «Panel de Prevención (Curva)». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Типичная ошибка новичка — выбирать ответ по общему впечатлению от картинки, не различая похожие предупреждающие знаки.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Ключевое правило: предупреждающий знак требует заранее снизить риск и адаптировать манёвр до опасного участка.","Сначала распознай знак, потом выбирай действие.","Сначала распознай знак, потом выбирай действие."
"category-b-0431","La señal que se muestra es una señal preventiva, de máximo peligro, que anuncia la existencia de un tramo de vía con fuerte pendiente descendente.","Указанный знак является предупредительным знаком максимальной опасности и предупреждает о наличии участка дороги с крутым спуском.","","Правильный ответ — Verdadero., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — утверждение верно. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Verdadero., потому что в этом вопросе проверяется точная интерпретация официальной пиктограммы знака. Логика выбора строится на классификации знаков (предупреждающие/регламентирующие) и на том, какое действие они требуют от водителя.","Правильный вариант A соответствует значению знака «Verdadero». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — путать похожие знаки по общему виду и выбирать ответ без проверки категории знака.","Типичная ошибка новичка — путать похожие знаки по общему виду и выбирать ответ без проверки категории знака.","Ключевое правило: знак читают по категории и предписанию, а действие выполняют заранее и безопасно.","Ключевое правило: знак читают по категории и предписанию, а действие выполняют заранее и безопасно.","Сначала тип знака, потом требуемое действие.","Сначала тип знака, потом требуемое действие."
"category-b-0432","Frente a esta señal, ¿qué sucede con la prioridad de avance en esa vía?","Учитывая этот знак, что происходит с приоритетом продвижения по этой дороге?","","Правильный ответ — Se pierde la prioridad de avance., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Приоритет пересылки потерян. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Se pierde la prioridad de avance., потому что в этом вопросе проверяется точная интерпретация официальной пиктограммы знака. Логика выбора строится на классификации знаков (предупреждающие/регламентирующие) и на том, какое действие они требуют от водителя.","Правильный вариант B соответствует значению знака «Se pierde la prioridad de avance». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — путать похожие знаки по общему виду и выбирать ответ без проверки категории знака.","Типичная ошибка новичка — путать похожие знаки по общему виду и выбирать ответ без проверки категории знака.","Ключевое правило: знак читают по категории и предписанию, а действие выполняют заранее и безопасно.","Ключевое правило: знак читают по категории и предписанию, а действие выполняют заранее и безопасно.","Сначала тип знака, потом требуемое действие.","Сначала тип знака, потом требуемое действие."
