"id","question_es","question_ru_OLD","question_ru_NEW","explanation_ru_OLD","explanation_ru_NEW","whyCorrect_ru_OLD","whyCorrect_ru_NEW","commonMistake_ru_OLD","commonMistake_ru_NEW","keyRule_ru_OLD","keyRule_ru_NEW","memoryHint_ru_OLD","memoryHint_ru_NEW"
"category-b-0358","Una conducción preventiva o anticipada prevé que todos podemos cometer errores, a pesar de conocer la normativa y la concientización gubernamental.","Превентивное или упреждающее вождение предполагает, что мы все можем совершать ошибки, несмотря на знание правил и осведомленность правительства.","","Правильный ответ — Verdadero., потому что он соответствует правилу по теме «category-b».","Правильный ответ — утверждение верно. Вопрос проверяет конкретную норму, поэтому нужно выделить ключевое условие и не отвечать по привычке.","Правильный ответ — Verdadero., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант A верен, потому что он прямо соответствует формулировке правила и исключает более рискованные или неполные варианты.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — выбирать по интуиции, не дочитав ограничение в вопросе.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Сначала выдели условие вопроса, затем применяй правило.","Сначала безопасность, потом скорость и манёвр.","Ответ спрятан в точном условии."
"category-b-0359","¿A qué se denomina conducción eficiente?","Что называется эффективным вождением?","","Правильный ответ — A una conducción que disminuya los riesgos de seguridad vial y logre un menor consumo de combustible., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Вождение, снижающее риски для безопасности дорожного движения и позволяющее снизить расход топлива. Здесь важно не просто число, а связь скорости с контролем, дистанцией, обзором и тяжестью последствий.","Правильный ответ — A una conducción que disminuya los riesgos de seguridad vial y logre un menor consumo de combustible., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант A верен, потому что он оставляет водителю время заметить риск и безопасно отреагировать.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Ошибка — помнить только максимальный лимит и забывать про условия дороги, видимость и дистанцию.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Скорость выбирают по лимиту и условиям, сохраняя полный контроль автомобиля.","Сначала безопасность, потом скорость и манёвр.","Лимит — потолок, не цель."
"category-b-0360","De los factores citados, ¿cuál interviene en el exceso de consumo de combustible?","Какой из перечисленных факторов влияет на перерасход топлива?","","Правильный ответ — Ambas respuestas, A y B, son correctas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — оба варианта A и B верны. Здесь важно не просто число, а связь скорости с контролем, дистанцией, обзором и тяжестью последствий.","Правильный ответ — Ambas respuestas, A y B, son correctas., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант C верен, потому что он оставляет водителю время заметить риск и безопасно отреагировать.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Ошибка — помнить только максимальный лимит и забывать про условия дороги, видимость и дистанцию.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Скорость выбирают по лимиту и условиям, сохраняя полный контроль автомобиля.","Сначала безопасность, потом скорость и манёвр.","Лимит — потолок, не цель."
"category-b-0361","De acuerdo a la Ley N°2148 durante la siguiente circunstancia, ¿qué acción está prohibida realizar?","Какие действия запрещены согласно Закону № 2148 при следующих обстоятельствах?","","Правильный ответ — Dejar el motor y las luces encendidas., потому что он соответствует правилу по теме «category-b».","На заправке запрещено оставлять двигатель и свет включёнными. При заправке нужно убрать лишние источники риска и действовать спокойно.","Правильный ответ — Dejar el motor y las luces encendidas., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант B верен: при carga de combustible двигатель и luces должны быть выключены, потому что это зона повышенной опасности.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Ошибка — считать заправку обычной остановкой, где можно оставить всё включённым.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","При заправке двигатель и свет выключают.","Сначала безопасность, потом скорость и манёвр.","На колонке: мотор off."
"category-b-0362","Según la Ley 2148, ¿este vehículo está cargando combustible de manera correcta?","Согласно Закону 2148, правильно ли заправляется данное транспортное средство?","","Правильный ответ — No, ya que por normativa no debe cargarse combustible con luces y motor encendido., потому что он соответствует правилу по теме «category-b».","На фото автомобиль заправляется с включёнными фарами. Это неверно: при заправке двигатель и lights должны быть выключены.","Правильный ответ — No, ya que por normativa no debe cargarse combustible con luces y motor encendido., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант B верен, потому что норма запрещает cargar combustible с включённым мотором и светом.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — смотреть только на шланг и не замечать включённые фары/двигатель.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Заправка выполняется с выключенным двигателем и светом.","Сначала безопасность, потом скорость и манёвр.","Фары горят на заправке — ответ «нет»."
"category-b-0363","¿Para qué sirve esta varilla metálica?","Для чего нужен этот металлический стержень?","","Правильный ответ — Para comprobar el nivel del aceite., потому что он соответствует правилу по теме «category-b».","На изображении масляный щуп. Им проверяют уровень масла в двигателе, чтобы не ездить с недостаточной смазкой.","Правильный ответ — Para comprobar el nivel del aceite., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант A верен: эта металлическая varilla sirve para comprobar el nivel del aceite.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Ошибка — путать щуп с инструментом для воды или топлива.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Масляный щуп проверяет уровень масла.","Сначала безопасность, потом скорость и манёвр.","Щуп достал — масло проверил."
"category-b-0364","Es importante realizar un correcto mantenimiento vehicular porque...","Важно выполнять правильное техническое обслуживание автомобиля, потому что...","","Правильный ответ — Ambas respuestas, A y B, son correctas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — оба варианта A и B верны. Техническое состояние и действия при неисправности напрямую влияют на контроль автомобиля и риск вторичных аварий.","Правильный ответ — Ambas respuestas, A y B, son correctas., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант C верен, потому что он уменьшает механический риск: сохраняет сцепление, видимость, управляемость или предупреждает других.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — считать техническую проверку формальностью, пока поломка не произошла.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Исправность автомобиля — часть обязанности водителя.","Сначала безопасность, потом скорость и манёвр.","Проверка заранее дешевле аварии."
"category-b-0365","Con respecto al consumo de combustible, ¿qué consecuencias trae circular de la siguiente forma?","Какие последствия имеет езда следующим образом в отношении расхода топлива?","","Правильный ответ — Incrementa la resistencia del viento y con ello, aumenta el consumo de combustible., потому что он соответствует правилу по теме «category-b».","На фото багаж закреплён сверху, и он увеличивает сопротивление воздуха. Из-за этого двигатель тратит больше топлива.","Правильный ответ — Incrementa la resistencia del viento y con ello, aumenta el consumo de combustible., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант B верен: груз на крыше ухудшает аэродинамику, а значит повышает consumo de combustible.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Ошибка — думать, что расход зависит только от скорости, а форма и груз не важны.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Наружный груз ухудшает аэродинамику и повышает расход.","Сначала безопасность, потом скорость и манёвр.","Багаж на крыше — больше расход."
"category-b-0366","¿Con qué se lubrica un motor?","Чем смазывается двигатель?","","Правильный ответ — Opción C., потому что он соответствует правилу по теме «category-b».","Двигатель смазывается маслом, а не водой или топливом. Масло уменьшает трение деталей и защищает двигатель от перегрева и износа.","Правильный ответ — Opción C., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант C верен: для lubricación del motor используется aceite.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — путать жидкости автомобиля по канистрам на картинке.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Для смазки двигателя используется масло.","Сначала безопасность, потом скорость и манёвр.","Мотору для трения нужно масло."
"category-b-0367","Si los espejos retrovisores de su vehículo están bien orientados, igualmente es posible que se produzcan puntos ciegos cuando observe por los mismos.","Если зеркала заднего вида вашего автомобиля ориентированы правильно, при взгляде через них все равно могут возникать слепые зоны.","","Правильный ответ — Verdadero., потому что он соответствует правилу по теме «category-b».","Правильный ответ — утверждение верно. Вопрос проверяет конкретную норму, поэтому нужно выделить ключевое условие и не отвечать по привычке.","Правильный ответ — Verdadero., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант A верен, потому что он прямо соответствует формулировке правила и исключает более рискованные или неполные варианты.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — выбирать по интуиции, не дочитав ограничение в вопросе.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Сначала выдели условие вопроса, затем применяй правило.","Сначала безопасность, потом скорость и манёвр.","Ответ спрятан в точном условии."
"category-b-0368","¿Cómo se pueden reducir los puntos ciegos al conducir un vehículo?","Как можно уменьшить слепые зоны при вождении автомобиля?","","Правильный ответ — Ambas respuestas, A y B, son correctas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — оба варианта A и B верны. Здесь важно не просто число, а связь скорости с контролем, дистанцией, обзором и тяжестью последствий.","Правильный ответ — Ambas respuestas, A y B, son correctas., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант C верен, потому что он оставляет водителю время заметить риск и безопасно отреагировать.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Ошибка — помнить только максимальный лимит и забывать про условия дороги, видимость и дистанцию.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Скорость выбирают по лимиту и условиям, сохраняя полный контроль автомобиля.","Сначала безопасность, потом скорость и манёвр.","Лимит — потолок, не цель."
"category-b-0369","¿A qué se llama “Punto Ciego”?","Что называется «слепым пятном»?","","Правильный ответ — Al área de visión del entorno, a la que el conductor no tiene acceso ya sea de manera directa o porque los espejos retrovisores no la reflejan., потому что он соответствует правилу по теме «category-b».","Правильный ответ — В зону обзора окружающей среды, к которой водитель не имеет доступа ни напрямую, ни потому, что зеркала заднего вида ее не отражают. Вопрос проверяет конкретную норму, поэтому нужно выделить ключевое условие и не отвечать по привычке.","Правильный ответ — Al área de visión del entorno, a la que el conductor no tiene acceso ya sea de manera directa o porque los espejos retrovisores no la reflejan., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант A верен, потому что он прямо соответствует формулировке правила и исключает более рискованные или неполные варианты.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — выбирать по интуиции, не дочитав ограничение в вопросе.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Сначала выдели условие вопроса, затем применяй правило.","Сначала безопасность, потом скорость и манёвр.","Ответ спрятан в точном условии."
"category-b-0370","Para realizar una conducción segura, ¿cuándo es recomendable verificar la orientación de los espejos retrovisores?","Для безопасного вождения в каких случаях целесообразно проверять ориентацию зеркал заднего вида?","","Правильный ответ — Antes de iniciar la marcha., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Перед началом марша. Техническое состояние и действия при неисправности напрямую влияют на контроль автомобиля и риск вторичных аварий.","Правильный ответ — Antes de iniciar la marcha., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант A верен, потому что он уменьшает механический риск: сохраняет сцепление, видимость, управляемость или предупреждает других.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — считать техническую проверку формальностью, пока поломка не произошла.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Исправность автомобиля — часть обязанности водителя.","Сначала безопасность, потом скорость и манёвр.","Проверка заранее дешевле аварии."
"category-b-0371","Indique cuál de estas imágenes muestra la manera correcta de colocar el espejo retrovisor:","Укажите, на каком из этих изображений показано правильное расположение зеркала заднего вида:","","Правильный ответ — Imagen A., потому что он соответствует правилу по теме «category-b».","Правильное изображение — A: в зеркале видна зона позади и небольшая часть автомобиля, что помогает ориентироваться без лишней мёртвой зоны.","Правильный ответ — Imagen A., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант A верен, потому что зеркало направлено так, чтобы контролировать движение сзади и сбоку, а не смотреть в салон или слишком близко к кузову.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — настраивать зеркало на собственную машину вместо дороги позади.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Зеркало должно показывать дорогу сзади, а не только бок автомобиля.","Сначала безопасность, потом скорость и манёвр.","В зеркале нужна дорога, не кузов."
"category-b-0372","Todos los cristales de un vehículo deben garantizar visibilidad...","Все окна транспортного средства должны обеспечивать видимость...","","Правильный ответ — Desde adentro hacia fuera y de afuera hacia adentro del vehículo., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Изнутри наружу и снаружи внутрь автомобиля. Вопрос проверяет конкретную норму, поэтому нужно выделить ключевое условие и не отвечать по привычке.","Правильный ответ — Desde adentro hacia fuera y de afuera hacia adentro del vehículo., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант B верен, потому что он прямо соответствует формулировке правила и исключает более рискованные или неполные варианты.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — выбирать по интуиции, не дочитав ограничение в вопросе.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Сначала выдели условие вопроса, затем применяй правило.","Сначала безопасность, потом скорость и манёвр.","Ответ спрятан в точном условии."
"category-b-0373","En cuanto al grado o tono de color que pueden tener los cristales de un automóvil, ¿qué establece la ley 2148, con respecto a su control en la vía pública?","Что касается степени или тона цвета, который могут иметь окна автомобиля, что устанавливает Закон 2148 в отношении контроля над ним на дорогах общего пользования?","","Правильный ответ — Se deben distinguir los ocupantes del vehículo a corta distancia., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Пассажиров автомобиля следует различать на небольшом расстоянии. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ — Se deben distinguir los ocupantes del vehículo a corta distancia., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант B верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Сначала безопасность, потом скорость и манёвр.","Юридический вопрос — ищи точное условие."
"category-b-0374","¿Qué se entiende por habitáculo?","Что подразумевается под кабиной?","","Правильный ответ — Al espacio a ser ocupado por el conductor y los pasajeros., потому что он соответствует правилу по теме «category-b».","Правильный ответ — К месту, занимаемому водителем и пассажирами. Вопрос проверяет конкретную норму, поэтому нужно выделить ключевое условие и не отвечать по привычке.","Правильный ответ — Al espacio a ser ocupado por el conductor y los pasajeros., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант A верен, потому что он прямо соответствует формулировке правила и исключает более рискованные или неполные варианты.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — выбирать по интуиции, не дочитав ограничение в вопросе.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Сначала выдели условие вопроса, затем применяй правило.","Сначала безопасность, потом скорость и манёвр.","Ответ спрятан в точном условии."
"category-b-0375","¿Cómo deben encontrarse los neumáticos para comprobar la correcta presión de aire?","Как следует располагать шины, чтобы можно было проверить правильное давление воздуха?","","Правильный ответ — Fríos., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Холодно. Техническое состояние и действия при неисправности напрямую влияют на контроль автомобиля и риск вторичных аварий.","Правильный ответ — Fríos., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант A верен, потому что он уменьшает механический риск: сохраняет сцепление, видимость, управляемость или предупреждает других.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — считать техническую проверку формальностью, пока поломка не произошла.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Исправность автомобиля — часть обязанности водителя.","Сначала безопасность, потом скорость и манёвр.","Проверка заранее дешевле аварии."
"category-b-0376","¿En qué momento es necesario renovar el siguiente elemento de seguridad? Cuando la profundidad del dibujo es menor de…","В какой момент необходимо обновить следующий элемент безопасности? Когда глубина рисунка меньше…","","Правильный ответ — 1,6 mm., потому что он соответствует правилу по теме «category-b».","Шину нужно менять, когда глубина рисунка меньше 1,6 мм. Меньший протектор хуже отводит воду и снижает сцепление.","Правильный ответ — 1,6 mm., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант B верен: минимальная profundidad del dibujo — 1,6 mm.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — оценивать шину «на глаз», не запомнив минимальную глубину.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Минимальная глубина протектора — 1,6 мм.","Сначала безопасность, потом скорость и манёвр.","1,6 мм — нижняя граница шины."
"category-b-0377","¿Cuál es la correcta presión de los neumáticos de un automóvil particular?","Какое правильное давление в шинах частного автомобиля?","","Правильный ответ — La que indique el manual del usuario de ese automóvil., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Тот, который указан в инструкции по эксплуатации данного автомобиля. Техническое состояние и действия при неисправности напрямую влияют на контроль автомобиля и риск вторичных аварий.","Правильный ответ — La que indique el manual del usuario de ese automóvil., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант B верен, потому что он уменьшает механический риск: сохраняет сцепление, видимость, управляемость или предупреждает других.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — считать техническую проверку формальностью, пока поломка не произошла.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","Исправность автомобиля — часть обязанности водителя.","Сначала безопасность, потом скорость и манёвр.","Проверка заранее дешевле аварии."
"category-b-0378","Si al circular se presenta la siguiente situación, ¿cuál es la acción que se recomienda realizar?","Если во время вождения возникает следующая ситуация, какие действия рекомендуется предпринять?","","Правильный ответ — Desacelerar lentamente y sujetar el volante., потому что он соответствует правилу по теме «category-b».","На фото ситуация похожа на потерю давления/повреждение шины. Нужно плавно сбросить скорость и крепко держать руль, без резкого торможения.","Правильный ответ — Desacelerar lentamente y sujetar el volante., потому что в этой задаче нужно применить норму по безопасности движения и выбрать действие с минимальным риском. Логика ответа строится на соблюдении правила участка, контроле обстановки и предсказуемом маневре.","Вариант A верен: desacelerar lentamente y sujetar el volante сохраняет контроль над автомобилем.","Типичная ошибка новичка — действовать по спешке и интуиции, а не по признакам ситуации и формулировке правила.","Частая ошибка — резко нажать тормоз, из-за чего машину может развернуть.","Ключевое правило: выбирайте действие, которое прямо соответствует норме и снижает риск для всех участников.","При проблеме с шиной держи руль и замедляйся плавно.","Сначала безопасность, потом скорость и манёвр.","Руль крепко, тормоз мягко."
